지역번호,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
서울본부,서울관리역,경부선,서울역,15,1,12,22 ,26,월,역,계단,서울역 5~6번홈 계단,남,47,음주,고객께서 서울역 5.6번홈으로 내려가던 중 실족으로 굴러 머리(정수리 뒤 부근) 찰과상을 입어 119구급차로 강북삼성병원으로 이송조치 하였음.(만취상태),경상
서울본부,서울관리역,경부선,서울역,15,1,13,17 ,10,화,역,역광장,동부광장 북부 볼라트,남,19,,"자전거를 타고 빠른속도로 우체국쪽에서 역전파출소 방향으로 이동중 서울역에서 무단 진입차량 방지를 위해 설치해 놓은 볼라트 쇠사슬을 미처 발견하지 못하고 자전거와 함께 넘어져 눈,얼굴,손,다리부분에 철과상을 입는 사고가 발생",경상
서울본부,대곡관리역,일산선,주엽역,15,1,14,10 ,30,수,역 ,E/S,주엽역 e/s,여,80,,"2015년 1월 14일 10:30분경 4번 E/S에서 하명애(여, 80세) 할며니가 에스컬레이터 이용하다가 앞으로 넘어져서 얼굴 부위에 상처를 입어 119로 후송 조치(10:35분)함",경상
서울본부,용고열소,장항선,삽교역,15,1,18,14 ,53,일,새마을,이동통로,새마을 열차내,여,76,,온양온천역 출입문 취급 과정에서 7호차 부근에서 3호차 부근으로 이동중 걸려 넘어짐,경상
서울본부,도라산관리역,경의선,문산역,15,1,18,23 ,25,일,역,타는곳,"문산역 1,2 번홈 자판기앞",,,음주,"1-2번홈(남쪽) 자판기에 기대어 사람(남, 50대 후반정도)이 앉아 있다고 고객으로부터 통보를 받음. ",기타
서울본부,서고열소,경부선,수원역,15,1,19,17 ,10,월,무궁화,객차승강문,승강대와 승강장사이,남,기타/미상,,"대전역에서 승차하던 고객(대전-수원, 남)이 열차계단과 승강장사이에 다리가 빠지면서 양쪽 정강이에 부상을 입음",경상
서울본부,용산관리역,호남선,용산역,15,1,20,17 ,5,화,역 ,E/S,용산역 9번10번홈 E/S,여,73,,"KTX610열차로 용산역에 도착하여 9, 10번홈 에스컬레이터(2호기)를 타고 올라오던 중 가방에 걸려 넘어짐. ",경상
서울본부,용고열소,호남선,강경역,15,1,22,16 ,40,토,무궁화,객실,무궁화 객실내,여,기타/미상,,무궁화 1407열차 이용 중 열차급정차에 따른 충격으로 아픈 팔이 의자에 부딪쳐 통증이 발생한 것으로 추정됨.,경상
서울본부,서고열소,경부선,서울역,15,1,23,16 ,20,금,KTX,화장실,ktx 화장실,남,11,,KTX 제222열차를 부산에서 서울 까지 이용하던 중 동대구역을 출발 후 13호차 남자화장실에서 손은 씻는 도중 갑자기 뜨거운 물이 나와 손에 화상,경상
서울본부,대곡관리역,경의선,대곡역,15,1,23,23 ,2,금,역 ,E/S,문산행 방면 E/S,남,60,음주,"경의선 문산행 CCTV 확인한바, 부상자가 E/S 이용도중 중심을 잃고 넘어짐",경상
서울본부,대곡관리역,일산선,정발산역,15,1,24,18 ,43,토,역,계단,오금행 승강장 계단,남,72,음주,"고객이 급하게 뛰어가다 넘어져 다친 사고입니다,(두부 출혈이 심함)",경상
서울본부,서고열소,경부선,오송역,15,1,25,13 ,40,일,KTX,객실,ktx 객실내,남,39,,열차에서 내리다가 8호차 6D석의 의자 머리시트(벨트로)에 상의 옷 왼쪽 팔 부근이 걸려서 훼손(3군데)됨,대물
서울본부,용고열소,경부선 ,아산역,15,1,25,13 ,38,일,새마을,객실,3호차 50,여,기타/미상,,영등포역에서 승차한 고객이 좌석의 도출된 부분에 의해 바지가 훼손됨 ,대물
서울본부,도라산관리역,경의선,탄현역,15,1,25,20 ,20,일,역,타는곳,하행 승강잔 벤치,남,65,음주,전동열차에서 내린 고객이 술에 취해 비틀거리다 승강장에서 넘어져 다친 사고임,경상
서울본부,용고열소,전라선,서대전역,15,1,25,16 ,10,일,무궁화,카페객차,무궁화 카페객차,남,64,,카페객차에서 여행한 후 서대전역 도착 시 하차하려고 일어나면서 어지러워 넘어져 발목 부위에 부상,경상
서울본부,수색관리역,경의선,행신역,15,1,26,20 ,0,월,역,타는곳,공덕방면 승강장,남,72,음주,"2015년 1월 26일 19:58:00경 서울공덕방면 계단에서 넘어져 머리를 부딪쳐 
피를 흘리고 있은 양재동 고객 119수배 명지병원 후송 ",중상
서울본부,서고열소,경부선,서울역,15,1,26,13 ,19,월,무궁화,객차승강문,3호차 승강문,남,65,,"여객전무에 의해 승차완료를 확인하였으나, 닫히는 승강문에 최장교 고객의 왼손 약지가 끼어 부상을 입은 여객사상사고입니다.",경상
서울본부,용산관리역,경원선,서빙고역,15,1,27,16 ,40,화,역,이동통로,서빙고역 맞이방 선상통로,여,84,,서빙고역 선상맞이방 앞 자유이동통로에서 천정에서 떨어진 물이 얼어 하기 부상자가 미끄러지며 넘어짐,경상
서울본부,서울관리역,경부선,서울역,15,1,29,15 ,32,목,역 ,E/S,서울역 남쪽 E/S,남,73,,"7,8번홈 남쪽 A/S를 이용 중 케리어에 부딪쳐 넘어진 여객사상사고입니다. ",경상
서울본부,용산관리역,호남선,용산역,15,1,30,21 ,52,금,역,E/S,12번홈 상행 E/S,여,69,,12번 홈 상행 에스컬레이터 이동 중 앞사람이 넘어지며 밀려서 넘어짐,경상
서울본부,용고열소,전라선,용산역,15,1,31,21 ,50,토,KTX,객실출입문,5호차 객실출입문,여,5,,KTX 710 열차가 익산역 정차 중 5호차 객실 출입문 바깥쪽 문을 열다가 손가락이 끼어 들어감,경상
서울본부,대곡관리역,일산선,대화역,15,1,31,18 ,5,토,역,E/S,대화역 남쪽 E/S,여,72,,앞에 서있던 고객이 뒤로 쓰러지면서 고객님(부상자) 다리 위로 넘어짐.,경상
서울본부,용산관리역,경부선,용산역,15,1,31,17 ,48,토,역,맞이방,용산역 맞이방,남,4,,맞이방 TV모니터에 머리를 부딪혀 피를 흘리는 아이를 역무실로 데리고 옴,경상
서울본부,서울관리역,경부선,서울역,15,1,31,12 ,3,토,역 ,맞이방,서울역 맞이방 2층,여,80,,"김윤자(여, 80세)께서 김포행 공항버스를 타기 위해 서울역 맞이방을 지나가던 중 이준호(남, 42세, 청각장애2급)와 부딪쳐 전도하여, 앞 치아에서 출혈과 치아가 흔들려 119수배하여 여의도 성모병원으로 이송조치 하였음.",경상
서울본부,수색관리역,경의선,행신역,15,1,31,8 ,58,토,역,타는곳,서울 용문분야 승강장,남 ,70대,,승강장 의자에 70대 중후반 가량의 남자 고객이 앉아 있으며 얼굴이 창백(지병),경상
서울본부,서고열소,경부선,평택역,15,2,1,15 ,55,일,무궁화,카페객차,무궁화 카페객차 간의의자,남,기타/미상,,카페칸(12949)에 설치되어있는 간의의자(1인용)에 앉아서 여행중 의자불량으로 인하여 넘어지면서 오른쪽 어깨를 바닥에 부딪혀 어깨에 통증,경상
서울본부,도라산관리역,경의중앙,일산역,15,2,2,13 ,30,월,역,맞이방,맞이방 e/v 앞,남,70,,곡산역 맞이방 상행 E/V앞 장애인 유도블럭에서 미끄러져 넘어짐,경상 
서울본부,용고열소,전라선,용산역,15,2,2,13 ,15,월,KTX,객실출입문,ktx 704열차,여,5,,장영진(6세)어린이가 보호자와 704열차에 승차하여 여행하던 중 손잡이에 걸리면서 손가락이 문틈에 끼인 사고로 추정됨,경상
서울본부,서울관리역,경부선,서울역,15,2,3,14 ,20,화,역,E/S,서울역 7번 8번 E/S,남,70,,"고객께서 KTX #149열차를 이용 대전역에 가려 7,8승강장에 내려갔다 149열차가 13번 승강장 인지하고 다시 e/s를 이용하려 올 라오다 넘어지심 ",경상
서울본부,서고열소,경부선,울산역,15,2,3,13 ,0,화,KTX,객실,139열차 16호차 5d,남,기타/미상,,간이테이블 옆 모서리 부근이 파손되어 있는 것을 모르고 좌석에 앉던 중 고객의 무릎이 간이테이블 옆 모서리 부근에 긁히면서 바지의 올이 풀림,대물
서울본부,용산관리역,경부선,용산역,15,2,4,15 ,27,수,역,E/S,용산역 상행 E/S,여,81,,1번 승강장 상행 에스컬레이터로 오진입하여 중심을 잃고 넘어짐,경상
서울본부,대곡관리역,일산선,대곡역,15,2,5,21 ,5,목,역,E/S,대곡역 대화방면 E/S,남,66,음주, 에스컬레이터를 타고 올라가다 중심을 잃고 넘어져 아래로 구름,경상
서울본부,대곡관리역,일산선,원당역,15,2,5,8 ,45,목,역,E/S,6번출구 E/S,여,34,, 6번출구 E/S상행에서 남지현고객이 주머니에 손넣고 걸어올라오다 본인발에 걸려 넘어진 사고,경상
서울본부,일산승소,중앙선,회기역장,15,2,6,16 ,8,금,전동차,전동출입문,K5100 전동차,여,34,,"회기역 중앙선 상행 승강장에서 왕십리로 가기 위하여 문산행 K5100열차에 승차하는 중 
출입문이 닫혀 어깨와 팔이 끼어 열차비상통화장치로 기관사 김윤수(일산승소)와 통화",경상
서울본부,도라산관리역,경의선 ,금촌역,15,2,6,21 ,50,금,역,화장실,금촌역 여자 화장실,여,68,,60대 정도로 보이는 여자분이 화장실 네 번째 칸에 쓰러져 있었으며 119수배,중상
서울본부,대곡관리역,경의중앙선,능곡역,15,2,6,6 ,,금,역,계단,능곡역 2번홈 계단,여,기타/미상,,능곡역 2번홈 4615열차를 이용하시는 고객께서 내려가는 마지막 계단에서 왼쪽 발목을 겹질림,경상
서울본부,용산관리역,호남선,용산역,15,2,6,13 ,30,금,역,E/S,용산역 E/S,여,85,,KTX 506 열차를 이용하고 에스컬레이터를 이용해 올라가시려는 고객이 중심을 잃고 넘어지며 허리를 다침,경상
서울본부,서울관리역,경부선,서울역,15,2,7,14 ,25,토,역,맞이방,서울역 1번 출입구 출입문,남,54,,서울역에서 열차 타기 위해 이동중 출입문에 부딪혀 부상을 입음,경상
서울본부,용고열소,충북선,부평역,15,2,7,15 ,50,토,새마을,객차승강문,4318 추전역 하차중,여,기타/미상,,"관광열차 4318열차 추전역 하차 중 승강장 출입문이 닫혀 하차자(김태숙, 여) 두부가 출입문에 끼어 부상을 입음",경상
서울본부,대곡관리역,일산선,삼송역,15,2,8,21 ,4,일,역,E/S,삼송역 e/s ,여,61,,"21:04분경 삼송역 하행 승강장 E/S로 고객 두분이 내려가시다가 넘어지면서 박정례고객은 무릎에 가벼운 찰과상으로 보이고, 배용숙고객은 오른팔의 통증을 호소",경상
서울본부,용고열소,전라선,순천역,15,2,8,22 ,40,일,KTX,화장실,1호차 장애인 화장실 ,남,67,,"1호차 장애인 화장실을 이용하던 중 화장실 밖에 있는 사용중, 사용금지 표시등 모서리에 잠바가 걸려 찢어졌다고 이야기한 사항으로 고객이 청각장애인으로 종이에 수기로 서로 의사소통하였다고 함",대물
서울본부,서울관리역,경부선,서울역,15,2,9,18 ,25,월,역,이동통로,서울역  선상 이동통로,여,48,,KTX 167열차를 타기위해 선상으로 이동 중 눈으로 인한 미끄러짐 사고를 방지하기 위해 설치한 카페트에 다리가 걸려 넘어지는 사고가 발생,경상
서울본부,서고열소,경부선,대전역,15,2,9,20 ,0,월,KTX,객실,8호 13d,여,기타/미상,,"여자고객(8호차 13D석, 서울-마산)이 탁자에 올려놓은 커피를 쏟아 화상을 입어 화장실 안에 있다는 얘기를 듣고 화상 응급처치",경상
서울본부,용고열소,호남선,조치원역,15,2,9,15 ,19,월,무궁화,객실,무궁화 1425,여,기타/미상,,무궁화1425열차이용 중 선반위에서 물건이 떨어져 머리를 다친 것으로 추정된 내용임,경상
서울본부,용고열소,호남선,신탄진역,15,2,9,15 ,20,월,무궁화,객실,무궁화  1404,여,기타/미상,,1404열차 이용 중 객실에서 넘어지면서 발목부위가 다친 것으로 추정,경상 
서울본부,서고열소,경부선,서울역 ,15,2,10,15 ,30,화,KTX,객실,14호차 4c,남,73,,울산역과 동대구역사이에서 14호차 3c고객이 가방(캐리어)을 들어 선반위에 올리다가 떨어뜨려 14호차 4c고객 머리와 어깨 부문에 부딪혀 14호차 4c고객이 통증을 호소하여 14호차 3c고객(가이드)와 협의하여 치료를 해준다는 구두약속을 받고 14호차 4c고객은 동대구역에 하차하고 14호차 3c고객은 서울역까지 여행함. ,경상
서울본부,용고열소,전라선,서대전역,15,2,10,14 ,40,화,무궁화,객실,무궁화 객실내,여,기타/미상,,무궁화 1508열차 이용 중 선반위에서 떨어진 가방에 의해 머리를 다친 사고로 추정됨,경상
서울본부,서울관리역,경부선,서울역,15,2,11,11 ,19,수,역,E/S,서울역 맞이방 e/s 1호기,,73,,"서울역 맞이방 E/S 1호기(2층→3층)를 이용하던 중 박호영(남, 73세)께서 중심을 잃고 뒤로 넘어져 뒤에 있던 박남순(여, 61세)도 중심을 잃고 함께 뒤로 넘어져 구른 사고임.",경상
서울본부,용산관리역,호남선,용산역,15,2,11,10 ,53,수,역,계단,용산역 9번 10번 남쪽계단,남,41,,"10:53 #509(10:55, KTX-산천)를 타기 위해 9,10번홈 남쪽계단을 내려가던 중 넘어짐(cctv 보관)",경상
서울본부,용고열소,호남선,광주송정역,15,2,12,16 ,3,목,KTX,기타,객차와 객차 간의의자,여,기타/미상,,KTX 513열차에 승차하여 객차와 객차사이 간이의자에 앉으려다 의자가 자동으로 접혀 바닥에 주저앉으면서 오른쪽 둔부에 통증을 호소,경상
서울본부,서울관리역,경부선,서울역,15,2,13,23 ,15,화,역,계단,"서울역 7,8번홈 남쪽 계단",남,43,,"7.8번홈 남쪽 계단을 내려가던 중 실족으로 전도하여 턱, 입술에 찰과상을 입었고, 치아가 약간 흔들린다고 하였음",경상
서울본부,서고열소,경부선,서울역,15,2,15,11 ,40,일,KTX,객실출입문,404 8호차 객실출입문,여,2,, 404열차 8호차 객실출입문에 유예림고객(2세) 손이 끼  어 왼쪽 손등이 부운 사고,경상
서울본부,서울관리역,경부선,동대구역,15,2,16,18 ,25,월,역,이동통로,서울역 4번홈 10호차 부근,남,32,,서울역에서 대형가방을 소지하고 이동중 장애인유도불럭에 미끄러 지며 넘어져 오른쪽 엉치 부근에 심한 통증을 호소함,경상
서울본부,대곡관리역,일산선,원당역,15,2,16,23 ,3,월,역,타는곳,원당역 상행 승강장,남,62,음주,cctv확인결과 전동 #3398열차 도착(23:03)하여 고객이 다 내린 후 출입문을 닫았다가 재차 여는 순간 차안에서 승강장으로 넘어졌으며 다른 고객분들이 차내에서도 몇 번 넘어지셨다고 함,경상
서울본부,용고열소,전라선,순천역,15,2,16,16 ,55,월,KTX,화장실,1호차 화장실,남,5,,KTX707열차 1호차 화장실을 사용 중 화장실 문틈에 손가락이 끼여 다친 것으로 추정됨,경상
서울본부,서고열소,경부선,서울역,15,2,17,17 ,20,화,KTX,객실,ktx 162 6호차,남,45,,울산~신경주역을 운행 중 선반 위에 있던 가방이 김민선(70.5.15) 고객의 머리에 떨어진 사고,경상
서울본부,도라산관리역,경의중앙,일산역,15,2,17,6 ,7,월,역,E/S,일산역  2번출구 1호 E/S,남,60,,cctv 확인 결과 1번출구 하행 e/s 2호기를 역무준비시 상행 방향으로 가동하여 고객이 두발자국 정도 들여놓은후 뒤로 밀려나는 화면이 보임.,경상
서울본부,일산승소,일산,용산역,15,2,18,20 ,52,수,전동차,객실,문산행 5120 전동차안,여,80,,문산행 5120열차(이촌역 20:52)내 좌석에서 일어서던 중 뒤로 넘어져 바닥에 머리를 크게 부딪힘 ,경상
서울본부,대곡관리역,일산,삼송역,15,2,18,19 ,12,수,역,E/S,원흥역  e/s,남,70대추정,,원흥역 5번출구 상행 E/S에서 70대(남) 경로분이 쓰러져 있다는 고객 신고,경상
서울본부,용고열소,일산,용산역,15,2,18,11 ,40,수,KTX,객실출입문,ktx 704열차 6호차 객실출입문정명순,여,70대 후반,,여수엑스포-용산간 운행 중 고객님이 전주역에서 승차하면서 6호차 객실출입문에 오른손 새끼손가락 둘째마디가 끼었다고 함,경상
서울본부,서울관리역,경부선,서울역,15,2,20,17 ,20,금,역,기타,서울역 2번출구 스토리웨이기둥,남,7,,서울역 2번출구 스토리웨이앞 통로를 어머니와 함께 지나던중 스토리웨이 기둥에 이마를 찌어 약2CM 열상,경상
서울본부,서고열소,일산선,서울역,15,2,21,17 ,50,토,KTX,객실,ktx162 18호차,남,27,,"2015년 2월 21일 17시 50분경 KTX 162열차 18호차 내에서 박상준(5A) 고객이 선반위에 올려놓은 상자가 떨어져 권세준(5B) 고객의 머리 위에 떨어지는 사고가 발생하였고, 권세준 고객은 이 사고로 인해 좌측 후두부 통증 및 목 부위의 통증을 호소함",경상
서울본부,서고열소,일산선,마산역,15,2,22,15 ,10,일,새마을,객실출입문,itx-새마을 1063 2호차 ,남,60,,2015년 2월22일 수원역에서 제1063열차에 승차하여 2호차 입석으로 이용 중 15:10분경 객실자동출입문에 오른쪽 팔꿈치가 끼어 승무원에게 통증을 호소함.,경상
서울본부,용고열소,장항선,군산역,15,2,22,15 ,57,일,무궁화,객차승강문,무궁화 1562 승강문,여,기타/미상,,한송이고객이 무궁화1562열차를 이용한 후 군산역에서 하차하던 중 승강대출입문이 닫혀 끼이는 사고가 발생한 것으로 추정됨.,경상
서울본부,서고열소,장항선,서울역,15,2,23,17 ,47,월,무궁화,객차승강문,누리로 1736,남,기타/미상,,2호차에서 내리다가 출입문이 갑자기 닫혔다고 하면서 팔꿈치 통증,경상
서울본부,서고열소,경부선,부산역,15,2,23,16 ,0,월,KTX,기타,10호 통로,남,68,,10호차 휴지통에 쓰레기를 넣다가 벗겨진 카바(밴드)에 왼쪽약지를 베었다 하였음,경상
서울본부,대곡관리역,일산선,주엽역,15,2,24,17 ,30,화,역,E/S,주엽역 e/s 10호기,여,73,,승강장에서 맞이방으로 올라오는 에스컬레이터에 송영순 고객님께서 자전거와 함께 올라오시다가 뒤로 넘어지는 사고,경상
서울본부,서고열소,경부선,평택역,15,2,24,18 ,20,화,무궁화,화장실,무궁화 1219 1호차,여,기타/미상,,1호차 화장실 부근 통로에서 앉아 있다 평택역에 하차하기 위해 손으로 짚고 일어나 기대고 있었고 손가락이 화장실 문틈에 끼어 있는 줄 모르고 있다 다른 고객이 화장실 문을 열고 닫을때 손가락이 끼어 다쳤다는 연락을 받은 사고임,경상
서울본부,서고열소,경부선,대전역,15,2,27,9 ,15,금,KTX,객실,4호차 1b,남,기타/미상,,서울역에서 승차하여 자리에 앉으려다가 탁자경첩부위에 왼쪽무릎 위쪽 부분이 접촉되면서 바지가 찢어졌다고 통보 받음,대물
서울본부,서고열소,경부선,동대구역,15,2,28,10 ,35,수,KTX,기타,11호차 수화물 거취대,여,39,,15. 2. 28. 10:35분경 #119열차를 이용하고 목적지에 내리기 위하여 수화물을 확인한 결과 수화물 보관장소에 보관되어 있던 유모차가 파손되어 있었고 펼처지지 않았다고 진술하심,대물
서울본부,대곡관리역,일산선,삼송역,15,2,28,15 ,0,수,역,E/S,오금행 상행 e/s,여,73,,"2015.02.28.15:00분경 삼송역 오금방면 상행E/S에서 윤금옥 고객이 넘어지면서 뒤에 올라오던 
김명자, 이선택 부부가 함께 넘어져 윤금옥 고객은 허리통증, 김명자 고객은 손등 찰과상을 입고, 이선택 고객은 모자 손상과 약간의 타박상으로 추후 병원 내방하겠다며 모두 귀가 조치함",경상
서울본부,용고열소,전라선,전주역,15,3,1,10 ,30,일,KTX,기타,화장실 휴지통 투입구,여,31,,소라고객이 KTX703열차 승차 후 화장실을 사용하던 중 화장실휴지통 투입구에 손가락이 걸리면서 다친 것으로 추정됨.,경상
서울본부,용고열소,호남선,익산역,15,3,2,8 ,50,월,KTX,기타,객차설치된 휴지통,여,29,,김재일고객이 KTX505열차 광명역에서 승차하여 객차에 설치된 휴지통을 사용 하던 중 투입구에 손가락이 끼여 다친 것으로 추정됨,경상
서울본부,일산승소,경의중앙선,상봉역,15,3,2,13 ,37,월,전동차,전동출입문,전동차 출입문,여,73,,거동이 불편한 할머니가 늦게 승차하다 출입문에 끼어서 부상을 당함,경상
서울본부,도라산관리역,경의중의선,일산역,15,3,3,11 ,40,화,역 ,E/S,e/s 11호기 ,여,72,,고객이 2번 출구 하행 e/s(11호)에 할머니 한 분이 넘어지셨다고 신고하여 출동,경상
서울본부,도라산관리역,경의중앗너,문산역,15,3,4,13 ,37,수,역,E/S,3번 승강장 하행 E/S,여,78,,금촌역에서 문산역으로 가기위해 금촌역 3번승강장으로 올라가기 위해 하행 엘스컬레이터를 잘못 타다가 넘어져 부상을 입음,경상
서울본부,도라산관리역,경의중앙선,금촌역,15,3,6,9 ,50,금,역,E/S,상행 6호 e/s,여,51,,탄현역 상행승강장으로 내려가는 에스컬레이터를 이용 중 마지막부분에서 갑자기 쓰러져 머리를 부딪힘,경상
서울본부,용고열소,경부선,천안역,15,3,7,12 ,15,토,새마을,객실,새마을 객실내,여,6,,유경민고객이 새마을1155열차이용 중 본인이 들고 있던 커피가 쏟아져 함께 여행하던 어린이가 화상을 입은 것으로 추정됨,경상
서울본부,대곡관리역,일산선 ,백석역,15,3,7,23 ,39,토,역,E/S,3번출구 e/s ,남,57,,"E/S계단(3번출구) 이용 중 넘어져 앞면얼굴(이마,코,턱)부분에 심한출혈",경상
서울본부,서울관리역,경부선,서울역,15,3,8,21 ,30,일,역 ,E/S,4번 승강장 북쪽 e/s,여,56,,서울역에 도착하여 4번 승강장 북쪽 E/S 이용도중 E/S가 작동 정지되어 오른쪽 새끼손가락에 찰과상,경상
서울본부,용고열소,호남선,용산역,15,3,9,16 ,1,월,KTX,이동통로,612열차 객차내 이동중,여,40,,"이윤정(여)고객이 KTX 612열차에 승차하여 객차내 이동 중 미끄러지면서 넘어져 발목, 허리 등 통증을 호소하여 병원에 안내한 내용임.",경상
서울본부,용고열소,경부선,용고열소,15,3,9,7 ,57,월,무궁화,객차승강문,무궁화 승강대 출입문,남,기타/미상,,승강대 출입문 오동작으로 닫히면서 들고 있던 커피가 쏟아져 바지 등이 오손,대물
서울본부,용고열소,호남선,용고열소,15,3,10,9 ,0,화,무궁화,객실,무궁화호 객실,여,기타/미상,,"무궁화1552열차 이용 중 객실선반위에서 물건이 떨어져 머리를 다친 것으로 추정됨.(5호차 63고객의 건조대가 
떨어져 부상자 고객의 이마에 찰과상)",경상
서울본부,서고열소,경부선,대전역,15,3,11,9 ,50,수,KTX,객차승강문,ktx 승강문,여,75,,승강문 닫음을 취급할시 늦게 도착한 고객(최명자)이 승차 하기 위해 10호차 승강 문에 왼손을 넣어 협착됨,경상
서울본부,용고열소,호남선,천안역,15,3,11,19 ,6,수,무궁화,화장실,무궁화호 화장실,남,기타/미상,,김수열고객이 무궁화1408열차 화장실 이용 중 열차내 정전으로 인하여 넘어져 다친 것으로 추정됨,경상
서울본부,수색관리역,경의중앙선,가좌역,15,3,12,18 ,24,목,역,E/S,가좌 e/s 4호기,여,64,,가좌역 2번 출구에서 지하1층 맞이방으로 내려오기 위하여 e/s-4호기에  승차하였다가 긴 원피스 치맛단이 e/s에 빨려들어감,대물
서울본부,대곡관리역,일산선,화정역,15,3,12,23 ,15,목,역,타는곳,오금행 승강장 2-1,남,54,음주,승강장 앞쪽(2-1) 의자에 앉아 있는 50대 남자고객이 머리부위에  출혈(음주),경상
서울본부,대곡관리역,경의중앙선,능곡역,15,3,12,8 ,46,목,역,계단,능곡역 4번홈 계단,여,51,,능곡역 4번 홈 5037전동열차(08:40)를 이용하려고 계단을 서둘러 내려가다가 계단 끝부분에서 왼쪽 발목을 접질려 넘어짐,경상
서울본부,서울관리역,경부선,광명역,15,3,13,17 ,0,금,역,계단,서울역 9번홈 계단,남,80,,고객은 당시 상황은 서울역 계단에서 335열차를 타기 위해 서두르다 계단 에서 발을 헛딛으면서 넘어졌다고 함,경상
서울본부,대곡관리역,일산선,삼송역,15,3,13,19 ,30,금,역,E/S,오금행 상행 e/s,남,60대,음주,"삼송역 오금방면 상행E/S에서 김홍규 고객이 만취되어 올라오면서 넘어져 눈 주위의 출혈과 손등, 팔에 찰과상으로 통증 호소",경상
서울본부,대곡관리역,일산선,원당역,15,3,14,13 ,3,토,역,E/S,오금행 E/S 상행,여,5,,오금상행 e/s에서 조진희(41)와 딸 박하음(5)이 오금행전철 을 이용하려고 올라가다 뒤에오던 할아버지가 전철접근 방송을 듣고 비켜달라고  하여 비켜주다가 할아버지가 올라가면서 조진희님 가방을 스쳐 조진희님이 중심을 잃고 넘어지면서 박하음을 덮쳐 함께 구르는 사고 발생,경상
서울본부,서고열소,경부선,부산역,15,3,14,10 ,30,토,KTX,화장실,13호차 남자 화장실,남,26,,"남자화장실 변기 역류하여 13호차 14A B호석에 승차한 양형진 고객의 가방과 가방속 옷(상․하), 내의(상․하) 양발 등이 젖어서 세탁비 요구함.",대물
서울본부,용고열소,경부선,수원역,15,3,15,19 ,30,일,새마을,객차승강문,열차 출입문,남,44,,"조치원역 출발 즈음 열차내 출입문에 오른쪽 팔이 끼여 약간의 통증을 호소, ",경상
